Train Metrics
Epoch 0, 25% 	 Loss : 1.0467e+02 	 Res : 1.0837e+01 	 MSE : 6.1127e+01
Training Epoch 303 : 	 Train : 6.17476e-01 	 Res : 1.69814e-03 	 MSE : 2.97420e-01
Validation Epoch 303 : 	 Train : 6.02492e-01 	 Res : 1.15421e-03 	 MSE : 2.03505e-01
Training Epoch 303 finished, took current epoch 51.47s, cumulative time 15942.06s
Epoch 304, 25% 	 Loss : 6.0337e-01 	 Res : 1.0593e-03 	 MSE : 2.1919e-01
Epoch 304, 50% 	 Loss : 6.1171e-01 	 Res : 9.6245e-04 	 MSE : 2.1782e-01
Epoch 304, 75% 	 Loss : 6.0969e-01 	 Res : 9.2617e-04 	 MSE : 2.2735e-01
Training Epoch 304 : 	 Train : 6.09344e-01 	 Res : 9.79437e-04 	 MSE : 2.21415e-01
Validation Epoch 304 : 	 Train : 6.02953e-01 	 Res : 1.24674e-03 	 MSE : 8.15960e-02
Training Epoch 304 finished, took current epoch 53.05s, cumulative time 15995.01s
Epoch 305, 25% 	 Loss : 6.0070e-01 	 Res : 1.0798e-03 	 MSE : 1.8294e-01
Epoch 305, 50% 	 Loss : 6.4361e-01 	 Res : 2.5830e-03 	 MSE : 6.4334e-01
Epoch 305, 75% 	 Loss : 6.0994e-01 	 Res : 1.7372e-03 	 MSE : 1.6469e-01
Training Epoch 305 : 	 Train : 6.18535e-01 	 Res : 1.62244e-03 	 MSE : 3.05967e-01
Validation Epoch 305 : 	 Train : 5.99761e-01 	 Res : 7.24516e-04 	 MSE : 6.52265e-02
Training Epoch 305 finished, took current epoch 52.69s, cumulative time 16047.60s
Epoch 306, 25% 	 Loss : 6.3692e-01 	 Res : 1.1606e-03 	 MSE : 1.9709e-01
Epoch 306, 50% 	 Loss : 6.0260e-01 	 Res : 1.1468e-03 	 MSE : 2.1778e-01
Epoch 306, 75% 	 Loss : 6.0767e-01 	 Res : 8.8425e-04 	 MSE : 2.1837e-01
Training Epoch 306 : 	 Train : 6.10888e-01 	 Res : 1.01634e-03 	 MSE : 2.10423e-01
Validation Epoch 306 : 	 Train : 5.96654e-01 	 Res : 4.70906e-04 	 MSE : 6.14291e-02
Training Epoch 306 finished, took current epoch 52.75s, cumulative time 16100.25s
Epoch 307, 25% 	 Loss : 6.2797e-01 	 Res : 1.0093e-03 	 MSE : 1.6472e-01
Epoch 307, 50% 	 Loss : 6.0646e-01 	 Res : 1.2212e-03 	 MSE : 2.0108e-01
Epoch 307, 75% 	 Loss : 6.1084e-01 	 Res : 1.1903e-03 	 MSE : 1.7463e-01
Training Epoch 307 : 	 Train : 6.11898e-01 	 Res : 1.15646e-03 	 MSE : 1.74644e-01
Validation Epoch 307 : 	 Train : 5.98460e-01 	 Res : 9.20294e-04 	 MSE : 8.84154e-02
Training Epoch 307 finished, took current epoch 51.94s, cumulative time 16152.08s
Epoch 308, 25% 	 Loss : 6.2499e-01 	 Res : 1.2999e-03 	 MSE : 2.2725e-01
Epoch 308, 50% 	 Loss : 6.2419e-01 	 Res : 1.7386e-03 	 MSE : 2.3368e-01
Epoch 308, 75% 	 Loss : 6.0785e-01 	 Res : 1.5460e-03 	 MSE : 2.4352e-01
Training Epoch 308 : 	 Train : 6.15153e-01 	 Res : 1.46638e-03 	 MSE : 2.60993e-01
Validation Epoch 308 : 	 Train : 6.01795e-01 	 Res : 1.12609e-03 	 MSE : 1.59290e-01
Training Epoch 308 finished, took current epoch 51.93s, cumulative time 16203.89s
Epoch 309, 25% 	 Loss : 6.1677e-01 	 Res : 1.2901e-03 	 MSE : 2.9880e-01
Epoch 309, 50% 	 Loss : 6.1841e-01 	 Res : 1.2387e-03 	 MSE : 2.2082e-01
Epoch 309, 75% 	 Loss : 6.0152e-01 	 Res : 9.8003e-04 	 MSE : 2.0233e-01
Training Epoch 309 : 	 Train : 6.11846e-01 	 Res : 1.11055e-03 	 MSE : 2.32883e-01
Validation Epoch 309 : 	 Train : 6.00444e-01 	 Res : 1.21477e-03 	 MSE : 2.35617e-01
Training Epoch 309 finished, took current epoch 52.13s, cumulative time 16255.92s
Epoch 310, 25% 	 Loss : 6.1088e-01 	 Res : 1.0429e-03 	 MSE : 2.1039e-01
Epoch 310, 50% 	 Loss : 6.0015e-01 	 Res : 9.8155e-04 	 MSE : 2.3056e-01
Epoch 310, 75% 	 Loss : 6.0553e-01 	 Res : 8.7823e-04 	 MSE : 2.0575e-01
Training Epoch 310 : 	 Train : 6.09476e-01 	 Res : 9.46791e-04 	 MSE : 2.14546e-01
Validation Epoch 310 : 	 Train : 6.08984e-01 	 Res : 2.05627e-03 	 MSE : 4.68381e-01
Training Epoch 310 finished, took current epoch 51.59s, cumulative time 16307.40s
Epoch 311, 25% 	 Loss : 6.1443e-01 	 Res : 1.2606e-03 	 MSE : 2.4495e-01
Epoch 311, 50% 	 Loss : 6.2059e-01 	 Res : 1.3291e-03 	 MSE : 2.4744e-01
Epoch 311, 75% 	 Loss : 6.0889e-01 	 Res : 1.2247e-03 	 MSE : 2.5272e-01
Training Epoch 311 : 	 Train : 6.13062e-01 	 Res : 1.19033e-03 	 MSE : 2.35478e-01
Validation Epoch 311 : 	 Train : 5.97045e-01 	 Res : 7.88978e-04 	 MSE : 1.38154e-01
Training Epoch 311 finished, took current epoch 51.90s, cumulative time 16359.19s
Epoch 312, 25% 	 Loss : 5.9995e-01 	 Res : 8.3056e-04 	 MSE : 2.0540e-01
Epoch 312, 50% 	 Loss : 5.9813e-01 	 Res : 8.5265e-04 	 MSE : 1.9657e-01
Epoch 312, 75% 	 Loss : 6.1886e-01 	 Res : 9.5111e-04 	 MSE : 2.2457e-01
Training Epoch 312 : 	 Train : 6.08768e-01 	 Res : 8.94525e-04 	 MSE : 2.14178e-01
Validation Epoch 312 : 	 Train : 5.98707e-01 	 Res : 6.30635e-04 	 MSE : 9.12918e-02
Training Epoch 312 finished, took current epoch 52.21s, cumulative time 16411.28s
Epoch 313, 25% 	 Loss : 6.1729e-01 	 Res : 9.1129e-04 	 MSE : 2.2061e-01
Epoch 313, 50% 	 Loss : 6.1517e-01 	 Res : 7.5308e-04 	 MSE : 1.2769e-01
Epoch 313, 75% 	 Loss : 6.0716e-01 	 Res : 1.0772e-03 	 MSE : 1.3105e-01
Training Epoch 313 : 	 Train : 6.12239e-01 	 Res : 9.36854e-04 	 MSE : 1.49020e-01
Validation Epoch 313 : 	 Train : 6.03478e-01 	 Res : 7.85896e-04 	 MSE : 1.55096e-01
Training Epoch 313 finished, took current epoch 51.38s, cumulative time 16462.56s
Epoch 314, 25% 	 Loss : 6.0426e-01 	 Res : 1.0133e-03 	 MSE : 2.3481e-01
Epoch 314, 50% 	 Loss : 6.2587e-01 	 Res : 1.1283e-03 	 MSE : 3.1310e-01
Epoch 314, 75% 	 Loss : 6.1808e-01 	 Res : 1.1804e-03 	 MSE : 1.8969e-01
Training Epoch 314 : 	 Train : 6.12650e-01 	 Res : 1.11838e-03 	 MSE : 2.28107e-01
Validation Epoch 314 : 	 Train : 5.96514e-01 	 Res : 6.77078e-04 	 MSE : 7.70977e-02
Training Epoch 314 finished, took current epoch 53.13s, cumulative time 16515.59s
Epoch 315, 25% 	 Loss : 6.0615e-01 	 Res : 9.8996e-04 	 MSE : 2.1707e-01
Epoch 315, 50% 	 Loss : 6.1243e-01 	 Res : 8.4429e-04 	 MSE : 1.9657e-01
Epoch 315, 75% 	 Loss : 6.0685e-01 	 Res : 8.8894e-04 	 MSE : 2.1136e-01
Training Epoch 315 : 	 Train : 6.09767e-01 	 Res : 9.36559e-04 	 MSE : 2.15397e-01
Validation Epoch 315 : 	 Train : 5.96887e-01 	 Res : 4.34647e-04 	 MSE : 4.16766e-02
Training Epoch 315 finished, took current epoch 52.25s, cumulative time 16567.74s
Epoch 316, 25% 	 Loss : 6.0773e-01 	 Res : 9.1443e-04 	 MSE : 2.0908e-01
Epoch 316, 50% 	 Loss : 6.0598e-01 	 Res : 9.2865e-04 	 MSE : 2.3273e-01
Epoch 316, 75% 	 Loss : 6.0735e-01 	 Res : 8.0303e-04 	 MSE : 2.0441e-01
Training Epoch 316 : 	 Train : 6.08392e-01 	 Res : 8.71024e-04 	 MSE : 2.14685e-01
Validation Epoch 316 : 	 Train : 6.01023e-01 	 Res : 1.24038e-03 	 MSE : 2.47419e-01
Training Epoch 316 finished, took current epoch 54.25s, cumulative time 16621.89s
Epoch 317, 25% 	 Loss : 6.2364e-01 	 Res : 9.8153e-04 	 MSE : 2.3486e-01
Epoch 317, 50% 	 Loss : 5.9931e-01 	 Res : 1.2323e-03 	 MSE : 2.0381e-01
Epoch 317, 75% 	 Loss : 6.1774e-01 	 Res : 1.3701e-03 	 MSE : 1.3402e-01
Training Epoch 317 : 	 Train : 6.13472e-01 	 Res : 1.18224e-03 	 MSE : 1.96319e-01
Validation Epoch 317 : 	 Train : 5.99121e-01 	 Res : 9.05523e-04 	 MSE : 1.41334e-01
Training Epoch 317 finished, took current epoch 52.88s, cumulative time 16674.67s
Epoch 318, 25% 	 Loss : 6.1526e-01 	 Res : 9.9009e-04 	 MSE : 2.2432e-01
Epoch 318, 50% 	 Loss : 5.9609e-01 	 Res : 8.1658e-04 	 MSE : 1.9444e-01
Epoch 318, 75% 	 Loss : 6.1452e-01 	 Res : 1.0687e-03 	 MSE : 1.5828e-01
Training Epoch 318 : 	 Train : 6.13227e-01 	 Res : 1.30933e-03 	 MSE : 1.85406e-01
Validation Epoch 318 : 	 Train : 6.21335e-01 	 Res : 3.34072e-03 	 MSE : 2.63587e-01
Training Epoch 318 finished, took current epoch 53.12s, cumulative time 16727.69s
Epoch 319, 25% 	 Loss : 6.2562e-01 	 Res : 1.5313e-03 	 MSE : 1.5541e-01
Epoch 319, 50% 	 Loss : 6.1445e-01 	 Res : 1.1049e-03 	 MSE : 2.0999e-01
Epoch 319, 75% 	 Loss : 5.9883e-01 	 Res : 8.0038e-04 	 MSE : 1.6096e-01
Training Epoch 319 : 	 Train : 6.12763e-01 	 Res : 1.13324e-03 	 MSE : 1.90302e-01
Validation Epoch 319 : 	 Train : 6.04022e-01 	 Res : 1.37092e-03 	 MSE : 2.50608e-01
Training Epoch 319 finished, took current epoch 53.16s, cumulative time 16780.75s
Epoch 320, 25% 	 Loss : 6.0615e-01 	 Res : 1.2079e-03 	 MSE : 1.9090e-01
Epoch 320, 50% 	 Loss : 6.1142e-01 	 Res : 9.7533e-04 	 MSE : 2.2717e-01
Epoch 320, 75% 	 Loss : 6.0542e-01 	 Res : 8.7755e-04 	 MSE : 2.1681e-01
Training Epoch 320 : 	 Train : 6.09031e-01 	 Res : 9.71377e-04 	 MSE : 2.08318e-01
Validation Epoch 320 : 	 Train : 5.96024e-01 	 Res : 7.20305e-04 	 MSE : 1.68713e-01
Training Epoch 320 finished, took current epoch 52.64s, cumulative time 16833.28s
Epoch 321, 25% 	 Loss : 6.1807e-01 	 Res : 8.3569e-04 	 MSE : 2.0387e-01
Epoch 321, 50% 	 Loss : 6.0762e-01 	 Res : 1.0638e-03 	 MSE : 2.9048e-01
Epoch 321, 75% 	 Loss : 6.1797e-01 	 Res : 2.2213e-03 	 MSE : 4.3613e-01
Training Epoch 321 : 	 Train : 6.14360e-01 	 Res : 1.37139e-03 	 MSE : 2.66625e-01
Validation Epoch 321 : 	 Train : 5.99697e-01 	 Res : 7.94724e-04 	 MSE : 2.15008e-02
Training Epoch 321 finished, took current epoch 52.14s, cumulative time 16885.31s
Epoch 322, 25% 	 Loss : 5.9448e-01 	 Res : 1.0703e-03 	 MSE : 1.9639e-01
Epoch 322, 50% 	 Loss : 6.2581e-01 	 Res : 1.1174e-03 	 MSE : 2.5999e-01
Epoch 322, 75% 	 Loss : 6.1210e-01 	 Res : 9.5613e-04 	 MSE : 2.2369e-01
Training Epoch 322 : 	 Train : 6.11318e-01 	 Res : 1.16216e-03 	 MSE : 2.13329e-01
Validation Epoch 322 : 	 Train : 6.04256e-01 	 Res : 1.20617e-03 	 MSE : 1.65226e-01
Training Epoch 322 finished, took current epoch 51.20s, cumulative time 16936.40s
Epoch 323, 25% 	 Loss : 6.1609e-01 	 Res : 1.0242e-03 	 MSE : 1.8347e-01
Epoch 323, 50% 	 Loss : 6.2107e-01 	 Res : 9.7807e-04 	 MSE : 1.8991e-01
Epoch 323, 75% 	 Loss : 6.0510e-01 	 Res : 7.8366e-04 	 MSE : 1.8619e-01
Training Epoch 323 : 	 Train : 6.07714e-01 	 Res : 8.96064e-04 	 MSE : 1.87264e-01
Validation Epoch 323 : 	 Train : 6.01491e-01 	 Res : 1.28460e-03 	 MSE : 2.88851e-01
Training Epoch 323 finished, took current epoch 51.51s, cumulative time 16987.80s
Epoch 324, 25% 	 Loss : 6.0712e-01 	 Res : 1.0439e-03 	 MSE : 1.6570e-01
Epoch 324, 50% 	 Loss : 6.0994e-01 	 Res : 9.1424e-04 	 MSE : 2.0301e-01
Epoch 324, 75% 	 Loss : 6.1316e-01 	 Res : 8.3085e-04 	 MSE : 1.9611e-01
Training Epoch 324 : 	 Train : 6.09677e-01 	 Res : 9.47239e-04 	 MSE : 2.08671e-01
Validation Epoch 324 : 	 Train : 6.09601e-01 	 Res : 1.89150e-03 	 MSE : 5.22623e-01
Training Epoch 324 finished, took current epoch 52.47s, cumulative time 17040.12s
Epoch 325, 25% 	 Loss : 5.9690e-01 	 Res : 1.0585e-03 	 MSE : 2.7009e-01
Epoch 325, 50% 	 Loss : 6.1766e-01 	 Res : 8.7685e-04 	 MSE : 2.2477e-01
Epoch 325, 75% 	 Loss : 6.2126e-01 	 Res : 1.2033e-03 	 MSE : 2.3111e-01
Training Epoch 325 : 	 Train : 6.12525e-01 	 Res : 1.07581e-03 	 MSE : 2.44225e-01
Validation Epoch 325 : 	 Train : 6.03193e-01 	 Res : 1.06025e-03 	 MSE : 1.95215e-01
Training Epoch 325 finished, took current epoch 52.44s, cumulative time 17092.45s
Epoch 326, 25% 	 Loss : 6.1216e-01 	 Res : 1.4239e-03 	 MSE : 1.4926e-01
Epoch 326, 50% 	 Loss : 6.1696e-01 	 Res : 1.7530e-03 	 MSE : 2.6023e-01
Epoch 326, 75% 	 Loss : 6.2195e-01 	 Res : 1.4011e-03 	 MSE : 1.3710e-01
Training Epoch 326 : 	 Train : 6.14449e-01 	 Res : 1.41321e-03 	 MSE : 1.59937e-01
Validation Epoch 326 : 	 Train : 5.95630e-01 	 Res : 4.16415e-04 	 MSE : 6.34714e-02
Training Epoch 326 finished, took current epoch 52.36s, cumulative time 17144.71s
Epoch 327, 25% 	 Loss : 6.0461e-01 	 Res : 1.1471e-03 	 MSE : 1.5618e-01
Epoch 327, 50% 	 Loss : 6.2262e-01 	 Res : 8.7089e-04 	 MSE : 2.1745e-01
Epoch 327, 75% 	 Loss : 6.0630e-01 	 Res : 8.4354e-04 	 MSE : 2.0637e-01
Training Epoch 327 : 	 Train : 6.09251e-01 	 Res : 9.35115e-04 	 MSE : 1.94482e-01
Validation Epoch 327 : 	 Train : 5.97195e-01 	 Res : 8.36790e-04 	 MSE : 1.77088e-01
Training Epoch 327 finished, took current epoch 52.18s, cumulative time 17196.76s
Epoch 328, 25% 	 Loss : 6.1657e-01 	 Res : 1.3367e-03 	 MSE : 2.3823e-01
Epoch 328, 50% 	 Loss : 6.1818e-01 	 Res : 9.8007e-04 	 MSE : 1.8420e-01
Epoch 328, 75% 	 Loss : 6.1101e-01 	 Res : 8.4677e-04 	 MSE : 1.9947e-01
Training Epoch 328 : 	 Train : 6.10796e-01 	 Res : 1.06778e-03 	 MSE : 2.12956e-01
Validation Epoch 328 : 	 Train : 5.99431e-01 	 Res : 1.10504e-03 	 MSE : 1.63534e-01
Training Epoch 328 finished, took current epoch 52.78s, cumulative time 17249.40s
Epoch 329, 25% 	 Loss : 6.0626e-01 	 Res : 9.2916e-04 	 MSE : 1.9693e-01
Epoch 329, 50% 	 Loss : 6.1636e-01 	 Res : 9.1461e-04 	 MSE : 2.1728e-01
Epoch 329, 75% 	 Loss : 6.1652e-01 	 Res : 1.1254e-03 	 MSE : 2.0950e-01
Training Epoch 329 : 	 Train : 6.10723e-01 	 Res : 9.52504e-04 	 MSE : 2.04538e-01
Validation Epoch 329 : 	 Train : 6.07247e-01 	 Res : 2.04409e-03 	 MSE : 4.04765e-01
Training Epoch 329 finished, took current epoch 53.01s, cumulative time 17302.28s
Epoch 330, 25% 	 Loss : 6.1353e-01 	 Res : 9.9621e-04 	 MSE : 1.4202e-01
Epoch 330, 50% 	 Loss : 6.1837e-01 	 Res : 9.6615e-04 	 MSE : 2.0200e-01
Epoch 330, 75% 	 Loss : 6.0795e-01 	 Res : 1.2451e-03 	 MSE : 2.0314e-01
Training Epoch 330 : 	 Train : 6.14629e-01 	 Res : 1.13367e-03 	 MSE : 1.92199e-01
Validation Epoch 330 : 	 Train : 6.01553e-01 	 Res : 1.15844e-03 	 MSE : 2.04591e-01
Training Epoch 330 finished, took current epoch 51.14s, cumulative time 17353.29s
Epoch 331, 25% 	 Loss : 6.3151e-01 	 Res : 1.1989e-03 	 MSE : 1.9095e-01
Epoch 331, 50% 	 Loss : 5.8687e-01 	 Res : 9.4373e-04 	 MSE : 1.9361e-01
Epoch 331, 75% 	 Loss : 6.0940e-01 	 Res : 8.9919e-04 	 MSE : 2.1944e-01
Training Epoch 331 : 	 Train : 6.09291e-01 	 Res : 9.75503e-04 	 MSE : 2.01054e-01
Validation Epoch 331 : 	 Train : 5.96346e-01 	 Res : 5.18984e-04 	 MSE : 7.25351e-02
Training Epoch 331 finished, took current epoch 52.55s, cumulative time 17405.74s
Epoch 332, 25% 	 Loss : 5.8820e-01 	 Res : 8.4435e-04 	 MSE : 1.7330e-01
Epoch 332, 50% 	 Loss : 6.1428e-01 	 Res : 9.1419e-04 	 MSE : 1.9310e-01
Epoch 332, 75% 	 Loss : 6.2007e-01 	 Res : 9.2516e-04 	 MSE : 2.1931e-01
Training Epoch 332 : 	 Train : 6.09111e-01 	 Res : 9.04467e-04 	 MSE : 1.99157e-01
Validation Epoch 332 : 	 Train : 6.01728e-01 	 Res : 1.19332e-03 	 MSE : 2.87057e-01
Training Epoch 332 finished, took current epoch 51.43s, cumulative time 17457.01s
Epoch 333, 25% 	 Loss : 6.0454e-01 	 Res : 8.9480e-04 	 MSE : 2.2833e-01
Epoch 333, 50% 	 Loss : 6.2545e-01 	 Res : 1.1254e-03 	 MSE : 3.0641e-01
Epoch 333, 75% 	 Loss : 5.9991e-01 	 Res : 1.1530e-03 	 MSE : 1.3167e-01
Training Epoch 333 : 	 Train : 6.10895e-01 	 Res : 1.02148e-03 	 MSE : 2.14887e-01
Validation Epoch 333 : 	 Train : 5.95996e-01 	 Res : 6.85050e-04 	 MSE : 7.81947e-02
Training Epoch 333 finished, took current epoch 52.02s, cumulative time 17508.93s
Epoch 334, 25% 	 Loss : 6.1032e-01 	 Res : 8.5916e-04 	 MSE : 1.8745e-01
Epoch 334, 50% 	 Loss : 6.1066e-01 	 Res : 1.0239e-03 	 MSE : 1.4308e-01
Epoch 334, 75% 	 Loss : 6.1064e-01 	 Res : 1.2324e-03 	 MSE : 2.1123e-01
Training Epoch 334 : 	 Train : 6.09464e-01 	 Res : 9.97152e-04 	 MSE : 1.82337e-01
Validation Epoch 334 : 	 Train : 5.96062e-01 	 Res : 8.15522e-04 	 MSE : 2.15826e-01
Training Epoch 334 finished, took current epoch 53.22s, cumulative time 17561.91s
Epoch 335, 25% 	 Loss : 6.0926e-01 	 Res : 8.4072e-04 	 MSE : 2.0513e-01
Epoch 335, 50% 	 Loss : 6.1302e-01 	 Res : 8.1772e-04 	 MSE : 2.0964e-01
Epoch 335, 75% 	 Loss : 6.0238e-01 	 Res : 1.0464e-03 	 MSE : 2.3270e-01
Training Epoch 335 : 	 Train : 6.08280e-01 	 Res : 9.29087e-04 	 MSE : 2.16829e-01
Validation Epoch 335 : 	 Train : 6.01555e-01 	 Res : 1.02858e-03 	 MSE : 3.21445e-01
Training Epoch 335 finished, took current epoch 52.36s, cumulative time 17614.17s
Epoch 336, 25% 	 Loss : 6.1175e-01 	 Res : 1.0103e-03 	 MSE : 1.4127e-01
Epoch 336, 50% 	 Loss : 6.1142e-01 	 Res : 8.1754e-04 	 MSE : 1.2210e-01
Epoch 336, 75% 	 Loss : 6.0552e-01 	 Res : 1.1723e-03 	 MSE : 2.6489e-01
Training Epoch 336 : 	 Train : 6.11221e-01 	 Res : 1.02190e-03 	 MSE : 1.65755e-01
Validation Epoch 336 : 	 Train : 6.02375e-01 	 Res : 1.35410e-03 	 MSE : 4.35212e-02
Training Epoch 336 finished, took current epoch 52.89s, cumulative time 17666.94s
Epoch 337, 25% 	 Loss : 6.0409e-01 	 Res : 1.0349e-03 	 MSE : 1.5520e-01
Epoch 337, 50% 	 Loss : 6.2488e-01 	 Res : 1.7782e-03 	 MSE : 2.5452e-01
Epoch 337, 75% 	 Loss : 6.0683e-01 	 Res : 1.0071e-03 	 MSE : 1.9005e-01
Training Epoch 337 : 	 Train : 6.13001e-01 	 Res : 1.18656e-03 	 MSE : 1.81203e-01
Validation Epoch 337 : 	 Train : 6.14250e-01 	 Res : 2.32492e-03 	 MSE : 2.48537e-01
Training Epoch 337 finished, took current epoch 52.21s, cumulative time 17719.03s
Epoch 338, 25% 	 Loss : 5.9973e-01 	 Res : 1.0541e-03 	 MSE : 1.5485e-01
Epoch 338, 50% 	 Loss : 5.9835e-01 	 Res : 1.0222e-03 	 MSE : 2.3629e-01
Epoch 338, 75% 	 Loss : 6.2876e-01 	 Res : 1.6797e-03 	 MSE : 3.3014e-01
Training Epoch 338 : 	 Train : 6.12669e-01 	 Res : 1.24954e-03 	 MSE : 2.18972e-01
Validation Epoch 338 : 	 Train : 5.95596e-01 	 Res : 5.44603e-04 	 MSE : 4.41429e-02
Training Epoch 338 finished, took current epoch 53.10s, cumulative time 17771.99s
Epoch 339, 25% 	 Loss : 6.1540e-01 	 Res : 1.2383e-03 	 MSE : 2.5119e-01
Epoch 339, 50% 	 Loss : 6.0484e-01 	 Res : 8.3771e-04 	 MSE : 1.9381e-01
Epoch 339, 75% 	 Loss : 6.1458e-01 	 Res : 9.2781e-04 	 MSE : 1.8523e-01
Training Epoch 339 : 	 Train : 6.10056e-01 	 Res : 1.06893e-03 	 MSE : 2.04511e-01
Validation Epoch 339 : 	 Train : 5.98919e-01 	 Res : 9.60626e-04 	 MSE : 1.00975e-01
Training Epoch 339 finished, took current epoch 52.81s, cumulative time 17824.65s
Epoch 340, 25% 	 Loss : 6.1422e-01 	 Res : 9.5625e-04 	 MSE : 2.1259e-01
Epoch 340, 50% 	 Loss : 6.1236e-01 	 Res : 1.5618e-03 	 MSE : 2.7929e-01
Epoch 340, 75% 	 Loss : 6.1490e-01 	 Res : 1.3802e-03 	 MSE : 2.0195e-01
Training Epoch 340 : 	 Train : 6.11543e-01 	 Res : 1.18947e-03 	 MSE : 2.18551e-01
Validation Epoch 340 : 	 Train : 6.01818e-01 	 Res : 1.55813e-03 	 MSE : 3.36398e-01
Training Epoch 340 finished, took current epoch 52.95s, cumulative time 17877.50s
Epoch 341, 25% 	 Loss : 6.2191e-01 	 Res : 8.6412e-04 	 MSE : 2.0913e-01
Epoch 341, 50% 	 Loss : 5.8231e-01 	 Res : 8.0996e-04 	 MSE : 1.9866e-01
Epoch 341, 75% 	 Loss : 6.0829e-01 	 Res : 1.2024e-03 	 MSE : 2.4033e-01
Training Epoch 341 : 	 Train : 6.09217e-01 	 Res : 9.62513e-04 	 MSE : 1.99889e-01
Validation Epoch 341 : 	 Train : 6.02638e-01 	 Res : 1.57447e-03 	 MSE : 2.38718e-01
Training Epoch 341 finished, took current epoch 51.16s, cumulative time 17928.55s
Epoch 342, 25% 	 Loss : 6.1604e-01 	 Res : 1.0355e-03 	 MSE : 1.7634e-01
Epoch 342, 50% 	 Loss : 6.1466e-01 	 Res : 1.1419e-03 	 MSE : 2.0514e-01
Epoch 342, 75% 	 Loss : 6.1173e-01 	 Res : 1.1983e-03 	 MSE : 2.0824e-01
Training Epoch 342 : 	 Train : 6.10904e-01 	 Res : 1.12421e-03 	 MSE : 1.92934e-01
Validation Epoch 342 : 	 Train : 5.97458e-01 	 Res : 6.74253e-04 	 MSE : 3.96657e-02
Training Epoch 342 finished, took current epoch 52.15s, cumulative time 17980.46s
Epoch 343, 25% 	 Loss : 6.0556e-01 	 Res : 1.1156e-03 	 MSE : 1.8594e-01
Epoch 343, 50% 	 Loss : 6.0867e-01 	 Res : 1.1494e-03 	 MSE : 1.6823e-01
Epoch 343, 75% 	 Loss : 6.1937e-01 	 Res : 8.8725e-04 	 MSE : 1.9858e-01
Training Epoch 343 : 	 Train : 6.09372e-01 	 Res : 1.00954e-03 	 MSE : 1.90994e-01
Validation Epoch 343 : 	 Train : 5.99945e-01 	 Res : 1.10888e-03 	 MSE : 3.42367e-01
Training Epoch 343 finished, took current epoch 51.77s, cumulative time 18032.08s
Epoch 344, 25% 	 Loss : 6.0205e-01 	 Res : 1.0120e-03 	 MSE : 2.3702e-01
Epoch 344, 50% 	 Loss : 6.2283e-01 	 Res : 1.2397e-03 	 MSE : 1.7083e-01
Epoch 344, 75% 	 Loss : 6.0137e-01 	 Res : 7.3013e-04 	 MSE : 1.4041e-01
Training Epoch 344 : 	 Train : 6.10391e-01 	 Res : 1.00557e-03 	 MSE : 1.79823e-01
Validation Epoch 344 : 	 Train : 5.94264e-01 	 Res : 2.87484e-04 	 MSE : 2.03064e-02
Training Epoch 344 finished, took current epoch 52.92s, cumulative time 18084.88s
Epoch 345, 25% 	 Loss : 6.0350e-01 	 Res : 1.1247e-03 	 MSE : 1.2504e-01
Epoch 345, 50% 	 Loss : 6.1048e-01 	 Res : 9.9175e-04 	 MSE : 1.6882e-01
Epoch 345, 75% 	 Loss : 6.1579e-01 	 Res : 1.1270e-03 	 MSE : 2.3598e-01
Training Epoch 345 : 	 Train : 6.12809e-01 	 Res : 1.11318e-03 	 MSE : 1.71130e-01
Validation Epoch 345 : 	 Train : 5.97759e-01 	 Res : 8.04485e-04 	 MSE : 2.51595e-01
Training Epoch 345 finished, took current epoch 51.23s, cumulative time 18135.99s
Epoch 346, 25% 	 Loss : 6.1377e-01 	 Res : 1.1149e-03 	 MSE : 1.9796e-01
Epoch 346, 50% 	 Loss : 6.2933e-01 	 Res : 1.0625e-03 	 MSE : 2.0180e-01
Epoch 346, 75% 	 Loss : 6.1049e-01 	 Res : 8.3116e-04 	 MSE : 1.9701e-01
Training Epoch 346 : 	 Train : 6.09830e-01 	 Res : 1.01002e-03 	 MSE : 2.11362e-01
Validation Epoch 346 : 	 Train : 6.02815e-01 	 Res : 9.23693e-04 	 MSE : 7.44416e-02
Training Epoch 346 finished, took current epoch 51.93s, cumulative time 18187.80s
Epoch 347, 25% 	 Loss : 6.1642e-01 	 Res : 1.3065e-03 	 MSE : 1.7511e-01
Epoch 347, 50% 	 Loss : 5.9306e-01 	 Res : 9.1930e-04 	 MSE : 1.9094e-01
Epoch 347, 75% 	 Loss : 6.2985e-01 	 Res : 2.0571e-03 	 MSE : 3.7221e-01
Training Epoch 347 : 	 Train : 6.13492e-01 	 Res : 1.35377e-03 	 MSE : 2.34055e-01
Validation Epoch 347 : 	 Train : 5.98062e-01 	 Res : 9.30116e-04 	 MSE : 1.35564e-01
Training Epoch 347 finished, took current epoch 53.30s, cumulative time 18240.95s
Epoch 348, 25% 	 Loss : 6.2167e-01 	 Res : 9.5504e-04 	 MSE : 2.0607e-01
Epoch 348, 50% 	 Loss : 5.9428e-01 	 Res : 7.6762e-04 	 MSE : 1.7335e-01
Epoch 348, 75% 	 Loss : 6.1045e-01 	 Res : 9.9124e-04 	 MSE : 2.3132e-01
