Train Metrics
Epoch 0, 25% 	 Loss : 4.8200e+00 	 Res : 3.7218e+00 	 Jac : 9.8467e-02 	 Enc : 6.8557e-01 	 AEnc : 2.6680e-01 	 MSE : 4.7332e+01
Epoch 334, 50% 	 Loss : 2.3244e-02 	 Res : 3.4694e-03 	 Jac : 1.6024e-02 	 Enc : 3.3942e-03 	 AEnc : 8.5609e-05 	 MSE : 2.7033e-01
Epoch 334, 75% 	 Loss : 2.2897e-02 	 Res : 3.2462e-03 	 Jac : 1.5948e-02 	 Enc : 3.4203e-03 	 AEnc : 8.6399e-05 	 MSE : 1.9551e-01
Training Epoch 334 : 	 Train : 2.30569e-02 	 Res : 3.33858e-03 	 Jac : 1.60083e-02 	 Enc : 3.39783e-03 	 AE : 8.58415e-05 	 MSE : 2.26378e-01
Validation Epoch 334 : 	 Train : 2.31169e-02 	 Res : 3.35543e-03 	 Jac : 1.60314e-02 	 Enc : 3.39176e-03 	 AE : 9.69895e-05 	 MSE : 2.41277e-01
Training Epoch 334 finished, took current epoch 529.92s, cumulative time 161078.40s
Current Learning rate DEQ : 1.661646528480048e-05
Current Learning rate AUTOENC : 3.323293056960096e-05
Epoch 335, 25% 	 Loss : 2.3078e-02 	 Res : 3.3274e-03 	 Jac : 1.6065e-02 	 Enc : 3.3952e-03 	 AEnc : 8.7325e-05 	 MSE : 2.0294e-01
Epoch 335, 50% 	 Loss : 2.3252e-02 	 Res : 3.3055e-03 	 Jac : 1.6269e-02 	 Enc : 3.4058e-03 	 AEnc : 8.2251e-05 	 MSE : 1.9000e-01
Epoch 335, 75% 	 Loss : 2.3142e-02 	 Res : 3.3444e-03 	 Jac : 1.6042e-02 	 Enc : 3.3817e-03 	 AEnc : 8.5700e-05 	 MSE : 2.8901e-01
Training Epoch 335 : 	 Train : 2.31873e-02 	 Res : 3.33483e-03 	 Jac : 1.61462e-02 	 Enc : 3.39709e-03 	 AE : 8.62070e-05 	 MSE : 2.22967e-01
Validation Epoch 335 : 	 Train : 2.29702e-02 	 Res : 3.27655e-03 	 Jac : 1.60146e-02 	 Enc : 3.39226e-03 	 AE : 8.36150e-05 	 MSE : 2.03191e-01
Training Epoch 335 finished, took current epoch 540.60s, cumulative time 161618.96s
Current Learning rate DEQ : 1.661646528480048e-05
Current Learning rate AUTOENC : 3.323293056960096e-05
MODEL SAVED
Epoch 336, 25% 	 Loss : 2.2989e-02 	 Res : 3.3085e-03 	 Jac : 1.6002e-02 	 Enc : 3.3897e-03 	 AEnc : 9.0516e-05 	 MSE : 1.9798e-01
Epoch 336, 50% 	 Loss : 2.3230e-02 	 Res : 3.2861e-03 	 Jac : 1.6219e-02 	 Enc : 3.4050e-03 	 AEnc : 8.5732e-05 	 MSE : 2.3382e-01
Epoch 336, 75% 	 Loss : 2.3142e-02 	 Res : 3.3689e-03 	 Jac : 1.6074e-02 	 Enc : 3.3963e-03 	 AEnc : 7.3928e-05 	 MSE : 2.2928e-01
Training Epoch 336 : 	 Train : 2.31022e-02 	 Res : 3.32098e-03 	 Jac : 1.60832e-02 	 Enc : 3.39554e-03 	 AE : 8.05487e-05 	 MSE : 2.21987e-01
Validation Epoch 336 : 	 Train : 2.29343e-02 	 Res : 3.28364e-03 	 Jac : 1.60043e-02 	 Enc : 3.39692e-03 	 AE : 6.97160e-05 	 MSE : 1.79710e-01
Training Epoch 336 finished, took current epoch 545.44s, cumulative time 162164.37s
Current Learning rate DEQ : 1.661646528480048e-05
Current Learning rate AUTOENC : 3.323293056960096e-05
Epoch 337, 25% 	 Loss : 2.3149e-02 	 Res : 3.3825e-03 	 Jac : 1.6009e-02 	 Enc : 3.4107e-03 	 AEnc : 7.6908e-05 	 MSE : 2.6983e-01
Epoch 337, 50% 	 Loss : 2.2814e-02 	 Res : 3.1989e-03 	 Jac : 1.5953e-02 	 Enc : 3.3729e-03 	 AEnc : 7.9664e-05 	 MSE : 2.0965e-01
Epoch 337, 75% 	 Loss : 2.3061e-02 	 Res : 3.3243e-03 	 Jac : 1.6026e-02 	 Enc : 3.4198e-03 	 AEnc : 9.4558e-05 	 MSE : 1.9577e-01
Training Epoch 337 : 	 Train : 2.30580e-02 	 Res : 3.32205e-03 	 Jac : 1.60295e-02 	 Enc : 3.39666e-03 	 AE : 8.61229e-05 	 MSE : 2.23679e-01
Validation Epoch 337 : 	 Train : 2.31214e-02 	 Res : 3.39894e-03 	 Jac : 1.59361e-02 	 Enc : 3.39728e-03 	 AE : 7.38028e-05 	 MSE : 3.15311e-01
Training Epoch 337 finished, took current epoch 535.03s, cumulative time 162699.39s
Current Learning rate DEQ : 1.661646528480048e-05
Current Learning rate AUTOENC : 3.323293056960096e-05
Epoch 338, 25% 	 Loss : 2.3204e-02 	 Res : 3.3604e-03 	 Jac : 1.6121e-02 	 Enc : 3.4041e-03 	 AEnc : 9.0442e-05 	 MSE : 2.2758e-01
Epoch 338, 50% 	 Loss : 2.3157e-02 	 Res : 3.3165e-03 	 Jac : 1.6162e-02 	 Enc : 3.3874e-03 	 AEnc : 8.1436e-05 	 MSE : 2.0961e-01
Epoch 338, 75% 	 Loss : 2.2991e-02 	 Res : 3.2712e-03 	 Jac : 1.6026e-02 	 Enc : 3.3939e-03 	 AEnc : 7.8003e-05 	 MSE : 2.2151e-01
Training Epoch 338 : 	 Train : 2.31026e-02 	 Res : 3.32390e-03 	 Jac : 1.60634e-02 	 Enc : 3.39510e-03 	 AE : 8.33340e-05 	 MSE : 2.36831e-01
Validation Epoch 338 : 	 Train : 2.31919e-02 	 Res : 3.37617e-03 	 Jac : 1.60040e-02 	 Enc : 3.40144e-03 	 AE : 8.17396e-05 	 MSE : 3.28499e-01
Training Epoch 338 finished, took current epoch 538.16s, cumulative time 163237.49s
Current Learning rate DEQ : 1.661646528480048e-05
Current Learning rate AUTOENC : 3.323293056960096e-05
Epoch 339, 25% 	 Loss : 2.3296e-02 	 Res : 3.3984e-03 	 Jac : 1.6133e-02 	 Enc : 3.3828e-03 	 AEnc : 8.1721e-05 	 MSE : 2.9935e-01
Epoch 339, 50% 	 Loss : 2.3476e-02 	 Res : 3.5586e-03 	 Jac : 1.6086e-02 	 Enc : 3.3910e-03 	 AEnc : 8.6094e-05 	 MSE : 3.5426e-01
Epoch 339, 75% 	 Loss : 2.3122e-02 	 Res : 3.3267e-03 	 Jac : 1.6019e-02 	 Enc : 3.3790e-03 	 AEnc : 7.1608e-05 	 MSE : 3.2615e-01
Training Epoch 339 : 	 Train : 2.32859e-02 	 Res : 3.40582e-03 	 Jac : 1.61010e-02 	 Enc : 3.39343e-03 	 AE : 8.23506e-05 	 MSE : 3.03363e-01
Validation Epoch 339 : 	 Train : 2.29480e-02 	 Res : 3.26484e-03 	 Jac : 1.60273e-02 	 Enc : 3.39462e-03 	 AE : 8.63659e-05 	 MSE : 1.74886e-01
Training Epoch 339 finished, took current epoch 533.80s, cumulative time 163771.25s
Current Learning rate DEQ : 1.661646528480048e-05
Current Learning rate AUTOENC : 3.323293056960096e-05
MODEL SAVED
Epoch 340, 25% 	 Loss : 2.3066e-02 	 Res : 3.2808e-03 	 Jac : 1.6071e-02 	 Enc : 3.3938e-03 	 AEnc : 8.5240e-05 	 MSE : 2.3600e-01
Epoch 340, 50% 	 Loss : 2.3038e-02 	 Res : 3.3502e-03 	 Jac : 1.5983e-02 	 Enc : 3.3860e-03 	 AEnc : 8.9819e-05 	 MSE : 2.2805e-01
Epoch 340, 75% 	 Loss : 2.2984e-02 	 Res : 3.3006e-03 	 Jac : 1.6024e-02 	 Enc : 3.3979e-03 	 AEnc : 7.6166e-05 	 MSE : 1.8577e-01
Training Epoch 340 : 	 Train : 2.29943e-02 	 Res : 3.29917e-03 	 Jac : 1.60146e-02 	 Enc : 3.39210e-03 	 AE : 8.12881e-05 	 MSE : 2.07130e-01
Validation Epoch 340 : 	 Train : 2.29272e-02 	 Res : 3.27630e-03 	 Jac : 1.60054e-02 	 Enc : 3.39062e-03 	 AE : 6.90229e-05 	 MSE : 1.85817e-01
Training Epoch 340 finished, took current epoch 545.92s, cumulative time 164317.15s
Current Learning rate DEQ : 1.661646528480048e-05
Current Learning rate AUTOENC : 3.323293056960096e-05
Epoch 341, 25% 	 Loss : 2.3070e-02 	 Res : 3.3550e-03 	 Jac : 1.6043e-02 	 Enc : 3.3900e-03 	 AEnc : 7.8863e-05 	 MSE : 2.0285e-01
Epoch 341, 50% 	 Loss : 2.2907e-02 	 Res : 3.2715e-03 	 Jac : 1.5954e-02 	 Enc : 3.3890e-03 	 AEnc : 7.3814e-05 	 MSE : 2.1871e-01
Epoch 341, 75% 	 Loss : 2.3043e-02 	 Res : 3.3068e-03 	 Jac : 1.6032e-02 	 Enc : 3.3920e-03 	 AEnc : 7.8786e-05 	 MSE : 2.3396e-01
Training Epoch 341 : 	 Train : 2.30254e-02 	 Res : 3.29943e-03 	 Jac : 1.60319e-02 	 Enc : 3.39112e-03 	 AE : 7.90027e-05 	 MSE : 2.23903e-01
Validation Epoch 341 : 	 Train : 2.29937e-02 	 Res : 3.27604e-03 	 Jac : 1.60423e-02 	 Enc : 3.39652e-03 	 AE : 7.95815e-05 	 MSE : 1.99252e-01
Training Epoch 341 finished, took current epoch 539.19s, cumulative time 164856.32s
Current Learning rate DEQ : 1.661646528480048e-05
Current Learning rate AUTOENC : 3.323293056960096e-05
Epoch 342, 25% 	 Loss : 2.2929e-02 	 Res : 3.3186e-03 	 Jac : 1.5942e-02 	 Enc : 3.3686e-03 	 AEnc : 7.5528e-05 	 MSE : 2.2389e-01
Epoch 342, 50% 	 Loss : 2.3062e-02 	 Res : 3.3235e-03 	 Jac : 1.6029e-02 	 Enc : 3.4002e-03 	 AEnc : 7.9658e-05 	 MSE : 2.2906e-01
Epoch 342, 75% 	 Loss : 2.3372e-02 	 Res : 3.3899e-03 	 Jac : 1.6133e-02 	 Enc : 3.4137e-03 	 AEnc : 7.9296e-05 	 MSE : 3.5604e-01
Training Epoch 342 : 	 Train : 2.31022e-02 	 Res : 3.33502e-03 	 Jac : 1.60329e-02 	 Enc : 3.39072e-03 	 AE : 7.73339e-05 	 MSE : 2.66279e-01
Validation Epoch 342 : 	 Train : 2.31216e-02 	 Res : 3.36599e-03 	 Jac : 1.59550e-02 	 Enc : 3.39918e-03 	 AE : 8.09219e-05 	 MSE : 3.20517e-01
Training Epoch 342 finished, took current epoch 536.03s, cumulative time 165392.32s
Current Learning rate DEQ : 1.661646528480048e-05
Current Learning rate AUTOENC : 3.323293056960096e-05
Epoch 343, 25% 	 Loss : 2.3232e-02 	 Res : 3.3450e-03 	 Jac : 1.6161e-02 	 Enc : 3.3610e-03 	 AEnc : 1.2079e-04 	 MSE : 2.4390e-01
Epoch 343, 50% 	 Loss : 2.2946e-02 	 Res : 3.2964e-03 	 Jac : 1.5936e-02 	 Enc : 3.4002e-03 	 AEnc : 9.8406e-05 	 MSE : 2.1513e-01
Epoch 343, 75% 	 Loss : 2.3234e-02 	 Res : 3.3375e-03 	 Jac : 1.6176e-02 	 Enc : 3.3954e-03 	 AEnc : 9.3228e-05 	 MSE : 2.3126e-01
Training Epoch 343 : 	 Train : 2.30968e-02 	 Res : 3.31714e-03 	 Jac : 1.60592e-02 	 Enc : 3.38953e-03 	 AE : 9.92987e-05 	 MSE : 2.31662e-01
Validation Epoch 343 : 	 Train : 2.30476e-02 	 Res : 3.30096e-03 	 Jac : 1.60616e-02 	 Enc : 3.38403e-03 	 AE : 7.43914e-05 	 MSE : 2.26559e-01
Training Epoch 343 finished, took current epoch 547.92s, cumulative time 165940.20s
Current Learning rate DEQ : 1.661646528480048e-05
Current Learning rate AUTOENC : 3.323293056960096e-05
Epoch 344, 25% 	 Loss : 2.2985e-02 	 Res : 3.2850e-03 	 Jac : 1.6006e-02 	 Enc : 3.3639e-03 	 AEnc : 9.6017e-05 	 MSE : 2.3399e-01
Epoch 344, 50% 	 Loss : 2.3105e-02 	 Res : 3.3026e-03 	 Jac : 1.6090e-02 	 Enc : 3.4066e-03 	 AEnc : 9.8302e-05 	 MSE : 2.0772e-01
Epoch 344, 75% 	 Loss : 2.3037e-02 	 Res : 3.2863e-03 	 Jac : 1.6047e-02 	 Enc : 3.4044e-03 	 AEnc : 9.2600e-05 	 MSE : 2.0600e-01
Training Epoch 344 : 	 Train : 2.30739e-02 	 Res : 3.29794e-03 	 Jac : 1.60708e-02 	 Enc : 3.38793e-03 	 AE : 8.98151e-05 	 MSE : 2.27400e-01
Validation Epoch 344 : 	 Train : 2.29600e-02 	 Res : 3.27035e-03 	 Jac : 1.60134e-02 	 Enc : 3.39402e-03 	 AE : 7.15451e-05 	 MSE : 2.10700e-01
Training Epoch 344 finished, took current epoch 541.34s, cumulative time 166481.52s
Current Learning rate DEQ : 1.661646528480048e-05
Current Learning rate AUTOENC : 3.323293056960096e-05
Epoch 345, 25% 	 Loss : 2.3068e-02 	 Res : 3.2908e-03 	 Jac : 1.6084e-02 	 Enc : 3.3912e-03 	 AEnc : 7.5528e-05 	 MSE : 2.2551e-01
Epoch 345, 50% 	 Loss : 2.3069e-02 	 Res : 3.2462e-03 	 Jac : 1.6142e-02 	 Enc : 3.3870e-03 	 AEnc : 7.9306e-05 	 MSE : 2.1466e-01
Epoch 345, 75% 	 Loss : 2.3050e-02 	 Res : 3.2934e-03 	 Jac : 1.6095e-02 	 Enc : 3.3916e-03 	 AEnc : 7.2439e-05 	 MSE : 1.9803e-01
Training Epoch 345 : 	 Train : 2.30909e-02 	 Res : 3.30652e-03 	 Jac : 1.60832e-02 	 Enc : 3.38689e-03 	 AE : 7.66457e-05 	 MSE : 2.37640e-01
Validation Epoch 345 : 	 Train : 2.32002e-02 	 Res : 3.37261e-03 	 Jac : 1.59964e-02 	 Enc : 3.39794e-03 	 AE : 8.89163e-05 	 MSE : 3.44314e-01
Training Epoch 345 finished, took current epoch 548.67s, cumulative time 167030.16s
Current Learning rate DEQ : 1.661646528480048e-05
Current Learning rate AUTOENC : 3.323293056960096e-05
Epoch 346, 25% 	 Loss : 2.3054e-02 	 Res : 3.3045e-03 	 Jac : 1.6058e-02 	 Enc : 3.3874e-03 	 AEnc : 8.2027e-05 	 MSE : 2.2214e-01
Epoch 346, 50% 	 Loss : 2.3019e-02 	 Res : 3.2987e-03 	 Jac : 1.6023e-02 	 Enc : 3.3801e-03 	 AEnc : 7.2492e-05 	 MSE : 2.4476e-01
Epoch 346, 75% 	 Loss : 2.2896e-02 	 Res : 3.2294e-03 	 Jac : 1.6011e-02 	 Enc : 3.3891e-03 	 AEnc : 8.9715e-05 	 MSE : 1.7624e-01
Training Epoch 346 : 	 Train : 2.29694e-02 	 Res : 3.27402e-03 	 Jac : 1.60204e-02 	 Enc : 3.38622e-03 	 AE : 8.10080e-05 	 MSE : 2.07794e-01
Validation Epoch 346 : 	 Train : 2.28443e-02 	 Res : 3.26422e-03 	 Jac : 1.59448e-02 	 Enc : 3.38822e-03 	 AE : 7.05375e-05 	 MSE : 1.76519e-01
Training Epoch 346 finished, took current epoch 547.16s, cumulative time 167577.30s
Current Learning rate DEQ : 1.661646528480048e-05
Current Learning rate AUTOENC : 3.323293056960096e-05
MODEL SAVED
Epoch 347, 25% 	 Loss : 2.3209e-02 	 Res : 3.3716e-03 	 Jac : 1.6102e-02 	 Enc : 3.4078e-03 	 AEnc : 8.2150e-05 	 MSE : 2.4552e-01
Epoch 347, 50% 	 Loss : 2.3067e-02 	 Res : 3.1938e-03 	 Jac : 1.6203e-02 	 Enc : 3.3665e-03 	 AEnc : 7.1391e-05 	 MSE : 2.3218e-01
Epoch 347, 75% 	 Loss : 2.3162e-02 	 Res : 3.3364e-03 	 Jac : 1.6121e-02 	 Enc : 3.3976e-03 	 AEnc : 6.9889e-05 	 MSE : 2.3712e-01
Training Epoch 347 : 	 Train : 2.31049e-02 	 Res : 3.30172e-03 	 Jac : 1.61061e-02 	 Enc : 3.38396e-03 	 AE : 7.61848e-05 	 MSE : 2.36858e-01
Validation Epoch 347 : 	 Train : 2.29747e-02 	 Res : 3.28088e-03 	 Jac : 1.60361e-02 	 Enc : 3.38039e-03 	 AE : 6.38218e-05 	 MSE : 2.13476e-01
Training Epoch 347 finished, took current epoch 542.84s, cumulative time 168120.09s
Current Learning rate DEQ : 1.661646528480048e-05
Current Learning rate AUTOENC : 3.323293056960096e-05
Epoch 348, 25% 	 Loss : 2.3001e-02 	 Res : 3.3021e-03 	 Jac : 1.5977e-02 	 Enc : 3.4078e-03 	 AEnc : 7.3610e-05 	 MSE : 2.4098e-01
Epoch 348, 50% 	 Loss : 2.3225e-02 	 Res : 3.4008e-03 	 Jac : 1.6063e-02 	 Enc : 3.3872e-03 	 AEnc : 7.1759e-05 	 MSE : 3.0235e-01
Epoch 348, 75% 	 Loss : 2.3149e-02 	 Res : 3.3102e-03 	 Jac : 1.6117e-02 	 Enc : 3.3495e-03 	 AEnc : 6.7475e-05 	 MSE : 3.0572e-01
Training Epoch 348 : 	 Train : 2.30869e-02 	 Res : 3.32785e-03 	 Jac : 1.60424e-02 	 Enc : 3.38385e-03 	 AE : 7.22986e-05 	 MSE : 2.60411e-01
Validation Epoch 348 : 	 Train : 2.29524e-02 	 Res : 3.26501e-03 	 Jac : 1.60518e-02 	 Enc : 3.38761e-03 	 AE : 6.61708e-05 	 MSE : 1.81732e-01
Training Epoch 348 finished, took current epoch 536.17s, cumulative time 168656.20s
Current Learning rate DEQ : 1.661646528480048e-05
Current Learning rate AUTOENC : 3.323293056960096e-05
Epoch 349, 25% 	 Loss : 2.2984e-02 	 Res : 3.2700e-03 	 Jac : 1.6082e-02 	 Enc : 3.3742e-03 	 AEnc : 7.2092e-05 	 MSE : 1.8576e-01
Epoch 349, 50% 	 Loss : 2.2961e-02 	 Res : 3.2983e-03 	 Jac : 1.6000e-02 	 Enc : 3.3774e-03 	 AEnc : 9.4984e-05 	 MSE : 1.9057e-01
Epoch 349, 75% 	 Loss : 2.2991e-02 	 Res : 3.2753e-03 	 Jac : 1.6023e-02 	 Enc : 3.3992e-03 	 AEnc : 9.1469e-05 	 MSE : 2.0297e-01
Training Epoch 349 : 	 Train : 2.29505e-02 	 Res : 3.26529e-03 	 Jac : 1.60171e-02 	 Enc : 3.38272e-03 	 AE : 8.13871e-05 	 MSE : 2.04004e-01
Validation Epoch 349 : 	 Train : 2.30056e-02 	 Res : 3.28124e-03 	 Jac : 1.60938e-02 	 Enc : 3.38774e-03 	 AE : 6.83888e-05 	 MSE : 1.74476e-01
Training Epoch 349 finished, took current epoch 545.23s, cumulative time 169201.39s
Current Learning rate DEQ : 1.661646528480048e-05
Current Learning rate AUTOENC : 3.323293056960096e-05
Epoch 350, 25% 	 Loss : 2.3079e-02 	 Res : 3.3232e-03 	 Jac : 1.6035e-02 	 Enc : 3.3831e-03 	 AEnc : 8.0234e-05 	 MSE : 2.5709e-01
Epoch 350, 50% 	 Loss : 2.3223e-02 	 Res : 3.3340e-03 	 Jac : 1.6129e-02 	 Enc : 3.3798e-03 	 AEnc : 7.5854e-05 	 MSE : 3.0427e-01
Epoch 350, 75% 	 Loss : 2.3082e-02 	 Res : 3.3515e-03 	 Jac : 1.5964e-02 	 Enc : 3.3878e-03 	 AEnc : 6.9621e-05 	 MSE : 3.0892e-01
Training Epoch 350 : 	 Train : 2.31081e-02 	 Res : 3.33088e-03 	 Jac : 1.60365e-02 	 Enc : 3.38196e-03 	 AE : 7.22369e-05 	 MSE : 2.86547e-01
Validation Epoch 350 : 	 Train : 2.30057e-02 	 Res : 3.27952e-03 	 Jac : 1.60293e-02 	 Enc : 3.38875e-03 	 AE : 7.59631e-05 	 MSE : 2.32190e-01
Training Epoch 350 finished, took current epoch 542.86s, cumulative time 169744.23s
Current Learning rate DEQ : 1.661646528480048e-05
Current Learning rate AUTOENC : 3.323293056960096e-05
Epoch 351, 25% 	 Loss : 2.2824e-02 	 Res : 3.2074e-03 	 Jac : 1.5975e-02 	 Enc : 3.3945e-03 	 AEnc : 7.0505e-05 	 MSE : 1.7624e-01
Epoch 351, 50% 	 Loss : 2.2969e-02 	 Res : 3.2872e-03 	 Jac : 1.6033e-02 	 Enc : 3.3789e-03 	 AEnc : 8.4632e-05 	 MSE : 1.8576e-01
Epoch 351, 75% 	 Loss : 2.3035e-02 	 Res : 3.2791e-03 	 Jac : 1.6103e-02 	 Enc : 3.3792e-03 	 AEnc : 6.2758e-05 	 MSE : 2.1113e-01
Training Epoch 351 : 	 Train : 2.29304e-02 	 Res : 3.25337e-03 	 Jac : 1.60340e-02 	 Enc : 3.38041e-03 	 AE : 7.35147e-05 	 MSE : 1.89126e-01
Validation Epoch 351 : 	 Train : 2.29882e-02 	 Res : 3.30136e-03 	 Jac : 1.59452e-02 	 Enc : 3.38543e-03 	 AE : 9.02447e-05 	 MSE : 2.65964e-01
Training Epoch 351 finished, took current epoch 545.65s, cumulative time 170289.86s
Current Learning rate DEQ : 1.661646528480048e-05
Current Learning rate AUTOENC : 3.323293056960096e-05
Epoch 352, 25% 	 Loss : 2.3074e-02 	 Res : 3.3344e-03 	 Jac : 1.6038e-02 	 Enc : 3.3757e-03 	 AEnc : 7.9965e-05 	 MSE : 2.4642e-01
Epoch 352, 50% 	 Loss : 2.3003e-02 	 Res : 3.3169e-03 	 Jac : 1.5986e-02 	 Enc : 3.3651e-03 	 AEnc : 7.4442e-05 	 MSE : 2.5984e-01
Epoch 352, 75% 	 Loss : 2.3050e-02 	 Res : 3.3068e-03 	 Jac : 1.6064e-02 	 Enc : 3.4042e-03 	 AEnc : 7.5537e-05 	 MSE : 1.9906e-01
Training Epoch 352 : 	 Train : 2.30359e-02 	 Res : 3.29994e-03 	 Jac : 1.60495e-02 	 Enc : 3.37812e-03 	 AE : 8.31345e-05 	 MSE : 2.25224e-01
Validation Epoch 352 : 	 Train : 2.28836e-02 	 Res : 3.26404e-03 	 Jac : 1.59886e-02 	 Enc : 3.38216e-03 	 AE : 7.42685e-05 	 MSE : 1.74476e-01
Training Epoch 352 finished, took current epoch 543.11s, cumulative time 170832.90s
Current Learning rate DEQ : 1.661646528480048e-05
Current Learning rate AUTOENC : 3.323293056960096e-05
MODEL SAVED
Epoch 353, 25% 	 Loss : 2.3146e-02 	 Res : 3.3686e-03 	 Jac : 1.5965e-02 	 Enc : 3.3704e-03 	 AEnc : 7.3346e-05 	 MSE : 3.6895e-01
Epoch 353, 50% 	 Loss : 2.3069e-02 	 Res : 3.3453e-03 	 Jac : 1.6036e-02 	 Enc : 3.3707e-03 	 AEnc : 8.7601e-05 	 MSE : 2.2955e-01
Epoch 353, 75% 	 Loss : 2.3105e-02 	 Res : 3.3031e-03 	 Jac : 1.6094e-02 	 Enc : 3.3865e-03 	 AEnc : 8.1006e-05 	 MSE : 2.4049e-01
Training Epoch 353 : 	 Train : 2.30678e-02 	 Res : 3.31176e-03 	 Jac : 1.60350e-02 	 Enc : 3.37674e-03 	 AE : 7.78996e-05 	 MSE : 2.66448e-01
Validation Epoch 353 : 	 Train : 2.31400e-02 	 Res : 3.32524e-03 	 Jac : 1.60688e-02 	 Enc : 3.38806e-03 	 AE : 6.33121e-05 	 MSE : 2.94676e-01
Training Epoch 353 finished, took current epoch 545.23s, cumulative time 171378.09s
Current Learning rate DEQ : 1.661646528480048e-05
Current Learning rate AUTOENC : 3.323293056960096e-05
Epoch 354, 25% 	 Loss : 2.2973e-02 	 Res : 3.2508e-03 	 Jac : 1.6055e-02 	 Enc : 3.3632e-03 	 AEnc : 6.9411e-05 	 MSE : 2.3427e-01
Epoch 354, 50% 	 Loss : 2.2968e-02 	 Res : 3.2837e-03 	 Jac : 1.6024e-02 	 Enc : 3.3749e-03 	 AEnc : 6.5181e-05 	 MSE : 2.2011e-01
Epoch 354, 75% 	 Loss : 2.2964e-02 	 Res : 3.2619e-03 	 Jac : 1.6006e-02 	 Enc : 3.3891e-03 	 AEnc : 6.9358e-05 	 MSE : 2.3774e-01
Training Epoch 354 : 	 Train : 2.30542e-02 	 Res : 3.30232e-03 	 Jac : 1.60342e-02 	 Enc : 3.37543e-03 	 AE : 6.93874e-05 	 MSE : 2.72819e-01
Validation Epoch 354 : 	 Train : 2.29215e-02 	 Res : 3.24414e-03 	 Jac : 1.60484e-02 	 Enc : 3.38186e-03 	 AE : 6.40117e-05 	 MSE : 1.83050e-01
Training Epoch 354 finished, took current epoch 541.13s, cumulative time 171919.17s
Current Learning rate DEQ : 1.661646528480048e-05
Current Learning rate AUTOENC : 3.323293056960096e-05
MODEL SAVED
Epoch 355, 25% 	 Loss : 2.2883e-02 	 Res : 3.2031e-03 	 Jac : 1.6048e-02 	 Enc : 3.3505e-03 	 AEnc : 6.9853e-05 	 MSE : 2.1153e-01
Epoch 355, 50% 	 Loss : 2.3021e-02 	 Res : 3.2962e-03 	 Jac : 1.6052e-02 	 Enc : 3.3983e-03 	 AEnc : 6.4084e-05 	 MSE : 2.1043e-01
Epoch 355, 75% 	 Loss : 2.2994e-02 	 Res : 3.2669e-03 	 Jac : 1.6059e-02 	 Enc : 3.3745e-03 	 AEnc : 7.3004e-05 	 MSE : 2.1994e-01
Training Epoch 355 : 	 Train : 2.30895e-02 	 Res : 3.30850e-03 	 Jac : 1.60624e-02 	 Enc : 3.37463e-03 	 AE : 7.57838e-05 	 MSE : 2.68097e-01
Validation Epoch 355 : 	 Train : 2.28893e-02 	 Res : 3.25319e-03 	 Jac : 1.59701e-02 	 Enc : 3.36997e-03 	 AE : 9.58580e-05 	 MSE : 2.00266e-01
Training Epoch 355 finished, took current epoch 543.07s, cumulative time 172462.22s
Current Learning rate DEQ : 1.661646528480048e-05
Current Learning rate AUTOENC : 3.323293056960096e-05
Epoch 356, 25% 	 Loss : 2.2902e-02 	 Res : 3.2404e-03 	 Jac : 1.6006e-02 	 Enc : 3.3540e-03 	 AEnc : 8.7651e-05 	 MSE : 2.1365e-01
Epoch 356, 50% 	 Loss : 2.2872e-02 	 Res : 3.2189e-03 	 Jac : 1.6035e-02 	 Enc : 3.3578e-03 	 AEnc : 7.4589e-05 	 MSE : 1.8593e-01
Epoch 356, 75% 	 Loss : 2.3076e-02 	 Res : 3.2960e-03 	 Jac : 1.6076e-02 	 Enc : 3.3912e-03 	 AEnc : 9.2599e-05 	 MSE : 2.1976e-01
Training Epoch 356 : 	 Train : 2.30214e-02 	 Res : 3.27342e-03 	 Jac : 1.60466e-02 	 Enc : 3.37293e-03 	 AE : 1.09906e-04 	 MSE : 2.18492e-01
Validation Epoch 356 : 	 Train : 2.31043e-02 	 Res : 3.30952e-03 	 Jac : 1.60773e-02 	 Enc : 3.37478e-03 	 AE : 1.02751e-04 	 MSE : 2.39999e-01
Training Epoch 356 finished, took current epoch 544.88s, cumulative time 173007.10s
Current Learning rate DEQ : 1.661646528480048e-05
Current Learning rate AUTOENC : 3.323293056960096e-05
Epoch 357, 25% 	 Loss : 2.3025e-02 	 Res : 3.2279e-03 	 Jac : 1.6149e-02 	 Enc : 3.3669e-03 	 AEnc : 9.6384e-05 	 MSE : 1.8410e-01
Epoch 357, 50% 	 Loss : 2.3065e-02 	 Res : 3.2663e-03 	 Jac : 1.6125e-02 	 Enc : 3.3823e-03 	 AEnc : 8.8160e-05 	 MSE : 2.0322e-01
Epoch 357, 75% 	 Loss : 2.3103e-02 	 Res : 3.3364e-03 	 Jac : 1.6090e-02 	 Enc : 3.3631e-03 	 AEnc : 7.6157e-05 	 MSE : 2.3728e-01
Training Epoch 357 : 	 Train : 2.30150e-02 	 Res : 3.25456e-03 	 Jac : 1.61054e-02 	 Enc : 3.37124e-03 	 AE : 8.14145e-05 	 MSE : 2.02295e-01
